timestamp,symbol,side,entry_price,stop_loss,take_profit,qty,strategy,leverage,current_sl,pnl,exit_price,exit_reason,max_price,min_price
2025-07-08T14:50:05.427372,ETHFIUSDC,SELL,0.9379,0.92314,0.8877,15.936254980079674,MomentumStrategy,5.0,0.963,-0.4143426294820719,0.9639,trailing_stop,0.9379,0.914
2025-07-08T17:14:45.151942,ETHUSDC,BUY,2615.1,2592.116285714286,2653.4328571428573,0.0173960585501627,MomentumStrategy,5.0,2599.1428571428573,-0.2821640696836355,2598.88,trailing_stop,,
2025-07-08T17:14:45.309367,AAVEUSDC,BUY,293.29,286.92,306.36,0.0617283950617282,MomentumStrategy,5.0,297.0167857142857,0.2277777777777769,296.98,trailing_stop,,
2025-07-08T17:20:55.005261,ARBUSDC,BUY,0.3405,0.3329142857142857,0.3556714285714286,52.73069679849326,MomentumStrategy,5.0,0.3375964285714285,0.799999999999997,0.3564,take_profit,,
2025-07-08T17:25:30.460589,ENAUSDC,BUY,0.2621,0.2560142857142857,0.2745714285714286,64.66512702078514,MomentumStrategy,5.0,0.2620428571428571,0.8064665127020779,0.2884,take_profit,,
2025-07-08T17:25:30.606192,1000PEPEUSDC,BUY,0.0102334,0.0099920142857142,0.0107161714285714,1657.0988932946689,MomentumStrategy,5.0,0.0100726107142857,-0.2692785701603827,0.0100709,trailing_stop,,
2025-07-08T17:28:31.633943,LINKUSDC,BUY,13.803,13.652457142857145,14.048571428571428,2.692825543373727,MomentumStrategy,5.0,13.79542857142857,0.6612810155799159,14.104,take_profit,,
2025-07-08T17:29:59.494572,PNUTUSDC,BUY,0.226,0.2179628571428571,0.2418042857142857,50.33255437713453,MomentumStrategy,5.0,0.232905,0.229013122415962,0.23055,trailing_stop,,
2025-07-08T17:32:54.829855,WIFUSDC,BUY,0.8632,0.8376571428571429,0.9142857142857144,15.659955257270727,MomentumStrategy,5.0,0.8376571428571429,-0.4087248322147662,0.8371,trailing_stop,,
2025-07-08T17:54:48.054514,CRVUSDC,BUY,0.5205,0.5097142857142857,0.5420714285714284,37.086092715231786,MomentumStrategy,5.0,0.5173607142857143,-0.1298013245033093,0.517,trailing_stop,,
2025-07-08T18:22:29.389787,PNUTUSDC,BUY,0.23244,0.2223257142857143,0.2526685714285714,39.548022598870055,MomentumStrategy,5.0,0.233635,0.039943502824858,0.23345,trailing_stop,,
2025-07-09T05:38:13.704083,CRVUSDC,BUY,0.5272,0.5159857142857144,0.5484285714285715,36.98811096433306,MomentumStrategy,5.0,0.5423607142857143,0.7852047556142725,0.5485,take_profit,,
2025-07-09T05:38:13.841599,LINKUSDC,BUY,14.102,13.9358,14.379,2.406738868832733,MomentumStrategy,5.0,14.07642857142857,0.6666666666666653,14.385,take_profit,,
2025-07-09T05:48:33.732540,1000BONKUSDC,BUY,0.02177,0.0209372857142857,0.0234294285714285,481.5133276010321,MomentumStrategy,5.0,0.0209372857142857,-0.419398108340499,0.020899,trailing_stop,,
2025-07-09T07:52:15.641106,TIAUSDC,BUY,1.6697,1.6180857142857143,1.7756285714285716,7.616974972796515,MomentumStrategy,5.0,1.6180857142857143,-0.39455930359086,1.6179,trailing_stop,,
2025-07-09T08:41:52.353140,CRVUSDC,BUY,0.5464,0.5343857142857142,0.5704285714285714,33.2936979785968,MomentumStrategy,5.0,0.5423607142857143,-0.1531510107015469,0.5418,trailing_stop,,
2025-07-09T09:36:05.350865,CRVUSDC,BUY,0.5425,0.5301571428571429,0.5671857142857143,32.40740740740752,MomentumStrategy,5.0,0.5518607142857144,0.272222222222222,0.5509,trailing_stop,,
2025-07-09T09:36:05.492523,FILUSDC,BUY,2.33,2.314914285714286,2.352628571428572,26.51515151515176,MomentumStrategy,5.0,2.314914285714286,0.6000000000000236,2.355,take_profit,,
2025-07-09T09:43:26.127021,PNUTUSDC,SELL,0.22227,0.2306185714285714,0.2054228571428571,47.62714747406025,MomentumStrategy,5.0,0.227555,-0.2595679537336288,0.22772,trailing_stop,,
2025-07-09T09:53:34.472001,ADAUSDC,BUY,0.5962,0.5928114285714285,0.6012828571428571,118.0438448566618,MomentumStrategy,5.0,0.5928114285714285,0.6000000000000066,0.6013,take_profit,,
2025-07-09T10:38:10.104721,BNBUSDC,SELL,659.39,660.5917142857143,657.5874285714285,0.3328578221588238,MomentumStrategy,5.0,660.5917142857143,-0.4859724203518948,660.85,trailing_stop,,
2025-07-09T10:41:00.818246,TRUMPUSDC,BUY,8.745,8.710971428571428,8.803542857142856,10.802469135802475,MomentumStrategy,5.0,8.710971428571428,0.6324074074074088,8.807,take_profit,,
2025-07-09T10:50:45.998277,XRPUSDC,BUY,2.3564,2.339974285714286,2.381642857142857,25.5988297677823,MomentumStrategy,5.0,2.3540357142857142,-0.0716767233497825,2.3536,trailing_stop,,
2025-07-09T11:17:36.932034,ADAUSDC,BUY,0.6058,0.6002885714285714,0.6149857142857142,72.57646448937221,MomentumStrategy,5.0,0.6028107142857143,0.6666666666666587,0.6151,take_profit,,
2025-07-09T11:19:02.540263,TRUMPUSDC,BUY,8.824,8.765628571428572,8.921285714285714,6.85266764561922,MomentumStrategy,5.0,8.765628571428572,-0.5482134116495381,8.744,trailing_stop,,
2025-07-09T11:21:50.944987,XRPUSDC,BUY,2.374,2.357071428571429,2.402214285714286,23.62869198312271,MomentumStrategy,5.0,2.372735714285714,-0.0448945147679334,2.3721,trailing_stop,,
2025-07-09T11:40:09.526183,AVAXUSDC,BUY,18.449,18.331542857142857,18.607685714285715,3.621314019658549,MomentumStrategy,5.0,18.331542857142857,0.5746508018623849,18.614,take_profit,,
2025-07-09T11:41:34.112337,BTCUSDC,BUY,108964.4,108768.21142857142,109258.68285714283,0.0020388547461625,MomentumStrategy,5.0,108949.86785714286,0.5999999999999401,109312.0,take_profit,,
2025-07-09T11:47:09.295329,PNUTUSDC,BUY,0.22808,0.2207485714285714,0.2428028571428571,54.411193159735774,MomentumStrategy,5.0,0.224695,-0.2002331908278285,0.2244,trailing_stop,,
2025-07-09T11:47:09.442116,SOLUSDC,BUY,154.22,153.26885714285714,155.32171428571428,0.4871259568545565,MomentumStrategy,5.0,155.21314285714286,0.536673625608903,157.14,take_profit,,
2025-07-09T11:47:09.586465,WIFUSDC,BUY,0.8628,0.8554257142857142,0.8751114285714285,50.79825834542811,MomentumStrategy,5.0,0.8554257142857142,-0.4063860667634252,0.8548,trailing_stop,,
2025-07-09T11:47:09.729242,SUIUSDC,BUY,2.94577,2.930068857142857,2.9693217142857145,25.47585253120774,MomentumStrategy,5.0,2.930068857142857,0.6,2.9694,take_profit,,
2025-07-09T11:48:28.777195,BNBUSDC,BUY,661.92,660.7605714285714,663.7591428571429,0.3334921391138564,MomentumStrategy,5.0,665.6864285714286,0.6133396855645801,668.95,take_profit,,
2025-07-09T11:52:32.618809,XRPUSDC,BUY,2.382,2.364265714285714,2.4115571428571427,22.555179635895257,MomentumStrategy,5.0,2.3795357142857143,-0.0924762365071753,2.3779,trailing_stop,,
2025-07-09T11:57:49.462638,DOGEUSDC,BUY,0.17314,0.1721457142857142,0.1746314285714285,402.2988505747082,MomentumStrategy,5.0,0.1741039285714286,0.358045977011491,0.17403,trailing_stop,,
2025-07-09T12:13:51.176234,ADAUSDC,BUY,0.6142,0.6080485714285714,0.6249857142857143,62.97795771479991,MomentumStrategy,5.0,0.6080485714285714,-0.5605038236617205,0.6053,trailing_stop,,
2025-07-09T12:15:12.302545,AVAXUSDC,BUY,18.649,18.53828571428572,18.82257142857143,3.5175879396984326,MomentumStrategy,5.0,18.53828571428572,-0.5663316582914525,18.488,trailing_stop,,
2025-07-09T12:15:12.458938,BTCUSDC,BUY,109346.2,109131.65714285712,109668.01428571428,0.0018644293514448,MomentumStrategy,5.0,109341.26785714286,0.5999999999999488,109703.4,take_profit,,
2025-07-09T12:16:31.150663,ETHUSDC,BUY,2650.88,2636.8742857142856,2672.038571428572,0.02843794434288,MomentumStrategy,5.0,2645.532857142857,-0.2215315864310341,2643.09,trailing_stop,,
2025-07-09T12:19:09.327210,ETHFIUSDC,BUY,0.9648,0.9549371428571428,0.9805942857142856,38.9755011135858,MomentumStrategy,5.0,0.9549371428571428,-0.3975501113585746,0.9546,trailing_stop,,
2025-07-09T12:23:08.336498,1000PEPEUSDC,BUY,0.0103674,0.0102700028571428,0.0104982457142857,4381.298116041785,MomentumStrategy,5.0,0.0102700028571428,-0.6462414721161636,0.0102199,trailing_stop,,
2025-07-09T12:23:08.480828,XRPUSDC,BUY,2.3923,2.3729057142857144,2.4243571428571427,20.731526728861493,MomentumStrategy,5.0,2.3898357142857143,-0.0518288168221526,2.3898,trailing_stop,,
